DOI,Title,Matched Columns,Matched keywards
10.1109/ICARC54489.2022.9753774,Classifying Documents based on Formal and Informal Writing Styles using Machine Learning Algorithms,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, decision tree, random forest, support vector machine, cross-validation, precision, recall, svm, machine learning, machine learning"
10.1109/ICARC54489.2022.9753729,A Comparative Study of Predicting Students’ Academic Performance Using Classification Algorithms,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","decision tree, random forest, hyperparameter tuning, precision, recall, mean absolute error, mae, rmse, multi-layer perceptron, machine learning, machine learning"
10.1109/ICARC54489.2022.9753867,Interpretable Student Performance Prediction Using Explainable Boosting Machine for Multi-Class Classification,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","supervised learning, decision tree, feature selection, precision, recall, f1 score, supervised learning, machine learning"
10.1109/ICIIS47346.2019.9063284,Data Analytics with Deep Neural Networks in Fog Computing Using TensorFlow and Google Cloud Platform,"Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, deep neural network, activation functions, leaky relu, deep learning, neural network, deep neural network, activation functions, machine learning"
10.1109/ICIIS47346.2019.9063300,Named Entity Extraction of Wikidata Items,Abstract,precision
10.1109/ICIIS47346.2019.9063278,Potential Upselling Customer Prediction Through User Behavior Analysis Based on CDR Data,"Abstract, Abstract, Author Keywords","supervised learning, supervised learning, machine learning"
10.1109/ICIIS47346.2019.9063311,Development of the Relationship between Hemoglobin Concentration and PPG Signal Characteristics,Abstract,precision
10.1109/ICIIS47346.2019.9063312,Segmentation of Mental Foramen in Dental Panoramic Tomography using Deep Learning,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","deep learning, neural network, convolutional neural network, u-net, u-net, deep learning"
10.1109/ICIIS47346.2019.9063275,Identification of Medicinal Plants by Visual Characteristics of Leaves and Flowers,"Abstract, Author Keywords","machine learning, neural network"
10.1109/ICIIS47346.2019.9063263,Feature Extraction Using Minor Scatter Directions of Data to Distinguish Between Classes With Minute Differences of a Hyperspectral Image,"Abstract, Author Keywords, Author Keywords","clustering, supervised learning, supervised learning"
10.1109/ICIIS47346.2019.9063280,Hyperspectral Imaging Based Method to Identify Potential Limestone Deposits,"Abstract, Abstract, Author Keywords, IEEE Terms","principal component analysis, dimensionality reduction, principal component analysis, principal component analysis"
10.1109/ICIIS47346.2019.9063349,Machine Learning Approach to Improve Flower Classification Using Multiple Feature Set,Document Title,machine learning
10.1109/ICIIS47346.2019.9063320,An Integrated Platform of Water Quality Management for National Water Supply and Drainage Board,Author Keywords,machine learning
10.1109/ICIIS47346.2019.9063256,IoT Platforms and Hardware Integrations for Industry 4.0 Applications,Abstract,machine learning
10.1109/ICIIS47346.2019.9063351,Fetal Movements Identification Based on Non-negative Matrix Factorization and Spectral Clustering,"Document Title, Abstract, Author Keywords, IEEE Terms","clustering, clustering, clustering, clustering"
10.1109/ICIIS47346.2019.9063306,Classification of Activities of Daily Living Based on Depth Sequences and Audio,Author Keywords,machine learning
10.1109/ICIIS47346.2019.9063307,Multi-task Deep Reinforcement Learning for Cognitive Spectrum-agile Communications,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","reinforcement learning, reinforcement learning, transfer learning, neural network, convolutional neural network, deep q-network, transfer learning, cnn, reinforcement learning, transfer learning, deep q-network, transfer learning"
10.1109/ICIIS47346.2019.9063297,Towards IoT; Comparison of RSS based indoor localization using supervised learning and trilateration in WSN,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","supervised learning, supervised learning, artificial neural network, neural network, ann, artificial neural network, neural network, ann"
10.1109/ICIIS47346.2019.9063337,A Community Based Routing Algorithm for Mobile Opportunistic Networks,IEEE Terms,clustering
10.1109/ICIIS47346.2019.9063299,Deep Learning Approach to Detect Plagiarism in Sinhala Text,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep learning, deep learning, machine learning"
10.1109/ICIIS47346.2019.9063341,Sentiment Analysis in Tamil Texts: A Study on Machine Learning Techniques and Feature Representation,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ICIIS47346.2019.9063316,Convolutional Neural Network and Feature Encoding for Predicting the Outcome of Cricket Matches,"Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, cnn"
10.1109/ICIIS47346.2019.9063291,A Method to Identify the Current Mood of Social Media Users,"Abstract, Author Keywords","neural network, neural network"
10.1109/ICIIS47346.2019.9063313,Machine Learning for Emotion Classification of Sri Lankan Folk Music,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","machine learning, machine learning, decision tree, random forest, support vector machine, naive bayes, machine learning"
10.1109/ICIIS47346.2019.9063322,Power Quality Issues Due to High Penetration of Rooftop Solar PV in Low Voltage Distribution Networks: A Case Study,Abstract,transformer
10.1109/ICIIS47346.2019.9063266,FPGA Implementation of the Trigger Based on a Fuzzy Logic for a Detection of Cosmic Rays in Water Cherenkov Detectors,"Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, ann, neural network"
10.1109/ICIIS47346.2019.9063274,ATHWEL: Gamification Supportive Tool for Special Educational Centers in Sri Lanka,"Abstract, Author Keywords, Author Keywords","machine learning, reinforcement learning, neural network"
10.1109/ICIIS47346.2019.9063251,Smartphone-based Approach to Enhance Mindfulness Among Undergraduates with Stress,"Abstract, Author Keywords","reinforcement learning, reinforcement learning"
10.1109/ICIIS47346.2019.9063301,"Pubudu: Deep Learning Based Screening And Intervention of Dyslexia, Dysgraphia And Dyscalculia","Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, machine learning, neural network, deep neural network, deep learning, cnn, machine learning, neural network, machine learning"
10.1109/ICIIS47346.2019.9063310,Multi-Step-Ahead Prediction of Exchange Rates Using Artificial Neural Networks: A Study on Selected Sri Lankan Foreign Exchange Rates,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, convolutional neural network, recurrent neural network, long short-term memory, gated recurrent unit, multi-layer perceptron, cnn"
10.1109/ICIIS51140.2020.9342701,Semantic Segmentation of Solar PV Panels and Wind Turbines in Satellite Images Using U-Net,"Document Title, Abstract, Author Keywords, IEEE Terms","u-net, deep learning, u-net, deep learning"
10.1109/ICIIS51140.2020.9342631,Investigation on Transformer Oil Parameters Using Support Vector Machine,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","support vector machine, transformer, machine learning, support vector machine, svm, transformer, machine learning, support vector machine, confusion matrix, transformer, transformer"
10.1109/ICIIS51140.2020.9342669,Prediction of Anti-reflection Coating Thickness of a Solar Cell using Artificial Neural Network,"Document Title, Document Title","artificial neural network, neural network"
10.1109/ICIIS51140.2020.9342694,Modified Auto Regressive Technique for Univariate Time Series Prediction of Solar Irradiance,"Abstract, Abstract","neural network, convolutional neural network"
10.1109/ICIIS51140.2020.9342648,Identification of Malicious Code Variants using Spp-Net Model and Color Images,"Abstract, Abstract, Author Keywords","deep learning, cnn, neural network"
10.1109/ICIIS51140.2020.9342634,An Approach to Reduce Uncertainty Problem in Network Intrusion Detection Systems,"Abstract, Abstract, Abstract, IEEE Terms","machine learning, feature selection, deep learning, machine learning"
10.1109/ICIIS51140.2020.9342719,Data-driven model of Proton Exchange Membrane Fuel Cell by Support Vector Machine,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","support vector machine, machine learning, support vector machine, svm, machine learning, svm, machine learning"
10.1109/ICIIS51140.2020.9342743,Design And Comparative Analysis Of Optimized Fopid Controller Using Neural Network Algorithm,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ICIIS51140.2020.9342690,Reinforcement learning control of servo actuated centrally pivoted ball on a beam,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ICIIS51140.2020.9342706,A Comprehensive Survey on Real-Time Voltage Stability Assessment for Power Systems,Abstract,ann
10.1109/ICIIS51140.2020.9342711,Loss functions for optimizing Kappa as the evaluation measure for classifying diabetic retinopathy and prostate cancer images,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network"
10.1109/ICIIS51140.2020.9342718,An Ensemble Approach To Emphysema Classification,"Abstract, Abstract, Author Keywords, IEEE Terms","support vector machine, pooling layer, support vector machine, support vector machine"
10.1109/ICIIS51140.2020.9342737,Detecting Masked Faces using Region-based Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning, neural network, convolutional neural network"
10.1109/ICIIS51140.2020.9342715,Automatic Quality Enhancement of Medical Diagnostic Scans with Deep Neural Image Super-Resolution Models,"Abstract, Abstract, Abstract, Abstract","machine learning, gradient descent, deep learning, cnn"
10.1109/ICIIS51140.2020.9342686,Transfer Learning by Deep Tuning of Pre-trained Networks for Pulmonary Nodule Detection,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, transfer learning, transfer learning, cnn, transfer learning, neural network, convolutional neural network, transfer learning, transfer learning, transfer learning"
10.1109/ICIIS51140.2020.9342727,Convolutional Autoencoder for Blind Hyperspectral Image Unmixing,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","autoencoder, rmse, autoencoder, autoencoder, deep learning, cnn"
10.1109/ICIIS51140.2020.9342691,Automatic Threat Detection in Baggage Security Imagery using Deep Learning Models,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","deep learning, transfer learning, transfer learning, cnn, transfer learning, svm, deep learning, transfer learning, cnn, transfer learning, transfer learning"
10.1109/ICIIS51140.2020.9342663,Vehicle Detection and Localization for Autonomous Traffic Monitoring Systems in Unstructured Crowded Scenes,"Abstract, Abstract, Author Keywords, Author Keywords","machine learning, deep learning, neural network, cnn"
10.1109/ICIIS51140.2020.9342644,Shadow Detection using GAN with Residual CNN Discriminator,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, generative adversarial network, u-net, u-net"
10.1109/ICIIS51140.2020.9342679,Dispersion Entropy for the automated detection of epileptic seizures,"Abstract, Abstract, Author Keywords","random forest, precision, random forest"
10.1109/ICIIS51140.2020.9342688,Single Image Super-Resolution using Residual Channel Attention Network,"Abstract, Author Keywords","deep learning, deep learning"
10.1109/ICIIS51140.2020.9342670,Automatic Face Detection and Recognition for Attendance Maintenance,Abstract,deep learning
10.1109/ICIIS51140.2020.9342689,View Invariant Gait Feature Extraction using Temporal Pyramid Pooling with 3D Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning, neural network, deep learning, cnn"
10.1109/ICIIS51140.2020.9342676,Facile Diabetic Retinopathy Detection using MRHE-FEED and Classification using Deep Convolutional Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, recall, svm, neural network, convolutional neural network, ann, cnn, neural network, cnn"
10.1109/ICIIS51140.2020.9342716,Hand Gesture Recognition with Gaussian Scaling and Kirsch Edge Rotation,Abstract,support vector machine
10.1109/ICIIS51140.2020.9342730,Parity Check Based Descriptor for Hand Gesture Detection and Recognition,"Abstract, Author Keywords","svm, support vector machine"
10.1109/ICIIS51140.2020.9342652,CrossFeat: Multi-scale Cross Feature Aggregation Network for Hand Gesture Recognition,"Abstract, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, deep learning"
10.1109/ICIIS51140.2020.9342662,Non Invasive Wearable Device for Fetal Movement Detection,"Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, cnn, neural network, deep learning"
10.1109/ICIIS51140.2020.9342654,Identification of Brand Logos from Video Feed,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ICIIS51140.2020.9342726,Multispectral Imaging for Automated Fish Quality Grading,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, support vector machine, svm, neural network, convolutional neural network, cnn, support vector machine, neural network, convolutional neural network, machine learning"
10.1109/ICIIS51140.2020.9342667,Convolution Neural Networks: A Comparative Study for Image Classification,"Abstract, Abstract, Author Keywords","neural network, cnn, cnn"
10.1109/ICIIS51140.2020.9342693,Virtual Character Animation based on Data-driven Motion Capture using Deep Learning Technique,"Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning"
10.1109/ICIIS51140.2020.9342738,Fake Job Prediction using Sequential Network,"Abstract, Abstract","machine learning, neural network"
10.1109/ICIIS51140.2020.9342639,The practical approach in Customers segmentation by using the K-Means Algorithm,"Abstract, IEEE Terms","clustering, clustering"
10.1109/ICIIS51140.2020.9342723,Big Data in Precision Medicine and its Legal Implications,"Document Title, Abstract, Author Keywords, IEEE Terms","precision, precision, precision, precision"
10.1109/ICIIS51140.2020.9342735,Real-time estimation of COVID-19 cases using machine learning and mathematical models - The case of India,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, artificial neural network, neural network, ann, machine learning, artificial neural network, neural network, machine learning"
10.1109/ICIIS51140.2020.9342658,A Machine Learning Approach to Predicting Covid-19 Cases Amongst Suspected Cases and Their Category of Admission,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","machine learning, machine learning, supervised learning, supervised learning, supervised learning, random forest, supervised learning, machine learning, supervised learning, supervised learning"
10.1109/ICIIS51140.2020.9342702,COVID 19 Severity of Pneumonia Analysis Using Chest X Rays,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","precision, test set, deep learning, neural network, deep learning"
10.1109/ICIIS51140.2020.9342678,An Adaptive System of Yogic Gesture Recognition for Human Computer Interaction,"Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, neural network"
10.1109/ICIIS51140.2020.9342671,Fire Emergency Detection from Twitter Using Supervised Principal,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","machine learning, decision tree, support vector machine, principal component analysis, dimensionality reduction, svm, pca, machine learning, principal component analysis, machine learning, principal component analysis"
10.1109/ICIIS51140.2020.9342744,Aspect Based Sentiment Oriented Hotel Recommendation Model Exploiting User Preference Learning,"Author Keywords, Author Keywords","support vector machine, naive bayes"
10.1109/ICIIS51140.2020.9342733,Comparison of Neural Networks for Foreign Exchange Rate Prediction,"Abstract, Abstract, IEEE Terms","neural network, gated recurrent unit, machine learning"
10.1109/ICIIS51140.2020.9342638,Handwritten Form Recognition Using Artificial Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","artificial neural network, neural network, machine learning, neural network, deep learning, cnn, cnn, deep learning"
10.1109/ICIIS51140.2020.9342646,Universal Text Scanner Solution,Abstract,cnn
10.1109/ICIIS51140.2020.9342664,Facial Expression Classification Using Convolutional Neural Networking and Its Applications,"Abstract, Abstract","machine learning, cnn"
10.1109/ICIIS51140.2020.9342675,Aircraft Engine Reliability Analysis using Machine Learning Algorithms,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, xgboost, lightgbm, xgboost, lightgbm, machine learning"
10.1109/ICIIS51140.2020.9342647,A Survey: Strategies for detection of Autism Syndrome Disorder,IEEE Terms,machine learning
10.1109/ICIIS51140.2020.9342729,Empirical Study on Multi Convolutional Layer-based Convolutional Neural Network Classifier for Plant Leaf Disease Detection,"Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, deep learning"
10.1109/ICIIS51140.2020.9342728,Handling of Class Imbalance for Plant Disease Classification with Variants of GANs,"Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","precision, recall, f1 score, data augmentation, deep learning, data augmentation, deep learning"
10.1109/ICIIS51140.2020.9342640,Word embedding-based Part of Speech tagging in Tamil texts,"Abstract, Abstract, Author Keywords","gradient boosting, svm, svm"
10.1109/ICIIS51140.2020.9342742,Sarcasm Detection in Newspaper Headlines,"Author Keywords, Author Keywords","machine learning, deep learning"
10.1109/ICIIS51140.2020.9342650,SigmaLaw-ABSA: Dataset for Aspect-Based Sentiment Analysis in Legal Opinion Texts,"Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ICIIS51140.2020.9342734,Exploring interdisciplinary nature of postgraduate research in the field of Computing using Text mining: a case study,"Author Keywords, IEEE Terms","clustering, clustering"
10.1109/ICIIS51140.2020.9342698,Detecting Crimes Related Twitter Posts using SVM based Two Stages Filtering,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","svm, machine learning, support vector machine, svm, machine learning"
10.1109/ICIIS51140.2020.9342717,On the Impact of Partial Sums on Interconnect Bandwidth and Memory Accesses in a DNN Accelerator,"Abstract, Abstract, IEEE Terms","neural network, deep neural network, machine learning"
10.1109/ICIIS51140.2020.9342713,Machine learning-based Acoustic Repellent System for Protecting Crops against Wild Animal Attacks,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, neural network, convolutional neural network, cnn, cnn, machine learning"
10.1109/ICIIS51140.2020.9342674,Unsupervised Feature Learning for Whatsapp network Data packets using Autoencoder,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","autoencoder, machine learning, unsupervised learning, clustering, dimensionality reduction, pca, autoencoder, deep learning, unsupervised learning, machine learning, principal component analysis"
10.1109/ICIIS53135.2021.9660659,Product Recommendation and Context Validation Based E-Commerce System With Currency Free Economy,"Abstract, Abstract, IEEE Terms","machine learning, random forest, machine learning"
10.1109/ICIIS53135.2021.9660702,Data Mining System for Predicting a Winning Cricket Team,"Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ICIIS53135.2021.9660638,An Image Based Approach of Energy Signal Disaggregation Using Artificial Intelligence,Abstract,cnn
10.1109/ICIIS53135.2021.9660668,Deep Learning-Based Consumer Profiling from Smart Meter Data,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms, IEEE Terms","deep learning, supervised learning, unsupervised learning, clustering, deep learning, supervised learning, support vector machine, clustering, neural network, self-organizing map, deep learning, supervised learning, clustering, deep learning, supervised learning"
10.1109/ICIIS53135.2021.9660711,Sentiment Classification of Sinhala Content in Social Media: A Comparison between Stemmers and N-gram Features,Author Keywords,machine learning
10.1109/ICIIS53135.2021.9660656,Sentiment Classification of Sinhala Content in Social Media: An Ensemble Approach,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ICIIS53135.2021.9660732,Real-time Sinhala Writing Assistant for Kids,"Abstract, Abstract","neural network, cnn"
10.1109/ICIIS53135.2021.9660738,Part of Speech Tagging for Tamil Language Using Deep Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning"
10.1109/ICIIS53135.2021.9660742,EEG Based Neuromarketing Recommender System for Video Commercials,"Abstract, Abstract","random forest, support vector classifier"
10.1109/ICIIS53135.2021.9660681,Transfer Learning for Accurate and Efficient Tomato Plant Disease Classification Using Leaf Images,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, confusion matrix, precision, recall, f1 score, data augmentation, transfer learning, neural network, convolutional neural network, transfer learning, transfer learning, deep learning, transfer learning, transfer learning, transfer learning"
10.1109/ICIIS53135.2021.9660676,Traffic Sign Recognition Using Convolutional Neural Network and Skipped Layer Architecture,"Document Title, Document Title, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, deep learning, cnn"
10.1109/ICIIS53135.2021.9660746,Transmittance Multispectral Imaging for Adulteration Assessment of Coconut Oil,"Abstract, Author Keywords, Author Keywords, IEEE Terms","principal component analysis, principal component analysis, pca, principal component analysis"
10.1109/ICIIS53135.2021.9660682,Suspicious Object Detection in Environments with Tear Gas,"Abstract, Author Keywords, Author Keywords","precision, machine learning, deep learning"
10.1109/ICIIS53135.2021.9660670,Automated gastrointestinal abnormalities detection from endoscopic images,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","machine learning, transfer learning, transfer learning, transfer learning, transfer learning, transfer learning, deep learning, transfer learning"
10.1109/ICIIS53135.2021.9660699,Hands Off: A Handshake Interaction Detection and Localization Model for COVID-19 Threat Control,Author Keywords,deep learning
10.1109/ICIIS53135.2021.9660730,Machine Learning Based Weight Prediction System for Bariatric Patients,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, random forest, machine learning, deep learning, machine learning"
10.1109/ICIIS53135.2021.9660677,Non - Invasive Technique to Automate General Movements Assessment,"Abstract, Abstract, IEEE Terms","neural network, long short-term memory, machine learning"
10.1109/ICIIS53135.2021.9660747,Fetal Movement Identification from Multi-Accelerometer Measurements using Recurrent Neural Networks,"Author Keywords, Author Keywords","neural network, recurrent neural network"
10.1109/ICIIS53135.2021.9660707,Multispectral Imaging System to Estimate Sugar Adulteration Level of Black Tea,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, svm, neural network, convolutional neural network, deep learning, cnn, svm, cnn, deep learning"
10.1109/ICIIS53135.2021.9660759,Melanoma Skin Cancer Detection Using EfficientNet and Channel Attention Module,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ICIIS53135.2021.9660664,Global Horizontal Irradiance Modeling from Sky Images Using ResNet Architectures,"Abstract, Abstract, Author Keywords","test set, mae, deep learning"
10.1109/ICIIS53135.2021.9660723,Artificial Neural Networks Based Dengue Diagnosis Prediction Model,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","principal component analysis, feature selection, knn, pca, artificial neural network, neural network, ann, principal component analysis, feature selection"
10.1109/ICIIS53135.2021.9660651,A Convolutional Neural Network Based Early Warning System to Prevent Elephant-Train Collisions,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, cnn, deep learning"
10.1109/ICIIS53135.2021.9660757,AI-based Behavioural Analyser for Interviews/Viva,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, random forest, deep learning, deep learning, deep learning"
10.1109/ICIIS53135.2021.9660734,"Optimum Music: Gesture Controlled, Personalized Music Recommendation System","Abstract, IEEE Terms, IEEE Terms, IEEE Terms","unsupervised learning, machine learning, clustering, deep learning"
10.1109/ICIIS53135.2021.9660654,Screening Child’s Screen Time,"Abstract, Abstract, Abstract, Abstract","decision tree, naive bayes, svm, cnn"
10.1109/ICIIS53135.2021.9660698,Machine Learning Based Emotion Level Assessment,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, random forest, support vector machine, clustering, precision, recall, f1 score, deep learning, clustering, deep learning"
10.1109/ICIIS53135.2021.9660737,Ensuring Academic Integrity of Online Examinations,Author Keywords,unsupervised learning
10.1109/ICIIS53135.2021.9660685,Intruder Detection System Through Walking Pattern Analysis for Home Security,"Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, decision tree, k-nearest neighbors, machine learning"
10.1109/ICIIS53135.2021.9660662,Exploring Deep Learning and Tree-Based Ensemble Models for Chiller Energy Consumption Predictions,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, machine learning, random forest, neural network, recurrent neural network, deep learning, machine learning, deep learning, deep learning"
10.1109/ICIIS53135.2021.9660637,Analysis on the Risk and the Categorization on Test Automation in Sri Lankan Software Industry,Abstract,feature selection
10.1109/ICIIS53135.2021.9660753,Development of an Embedded Device to Characterize the Orientation of a Cricket Bat in Three-dimensional Space,Abstract,precision
10.1109/ICIIS53135.2021.9660701,Integrated Video Based Crowdedness Forecasting Framework with a Review of Crowd Counting Models,"Abstract, Abstract, Abstract","neural network, convolutional neural network, recurrent neural network"
10.1109/ICIIS58898.2023.10253556,Enhanced YOLOv4 for Facilitating Public Safety Management amidst Protests and Riots,"Abstract, Author Keywords, Author Keywords","precision, machine learning, deep learning"
10.1109/ICIIS58898.2023.10253519,"Transformer Load Forecasting Method Based on SARIMA, FBProphet and LSTM Models","Document Title, Abstract, Abstract","transformer, machine learning, transformer"
10.1109/ICIIS58898.2023.10253595,A Review of Classification of Insincere Questions in Quora Using Deep Learning Approaches,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","deep learning, machine learning, deep learning, machine learning, neural network, convolutional neural network, deep learning"
10.1109/ICIIS58898.2023.10253539,An Image Analysis-Based Automated Method using Deep Learning for Grain Counting,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, precision, deep learning, deep learning, deep learning"
10.1109/ICIIS58898.2023.10253565,Real-Time Multiple Dyadic Interaction Detection in Surveillance Videos in the Wild,"Abstract, Author Keywords","attention layer, deep learning"
10.1109/ICIIS58898.2023.10253494,A Comprehensive Analysis of The Correlation Between Electricity Usage and Greenhouse Gas Emissions in London Boroughs,Abstract,rmse
10.1109/ICIIS58898.2023.10253497,Analyzing Trends and Topics of Sinhala Hate Speech on Twitter: A Time Series Approach,"Abstract, Author Keywords","deep learning, autoencoder"
10.1109/ICIIS58898.2023.10253567,Building a Digital Bridge Between Sri Lankan Farmers and Retailers: Conceptual Mobile Application Prototype,Abstract,precision
10.1109/ICIIS58898.2023.10253517,Speech Deception Detection-Build A Model To Classify Whether Customer Can Pay The Loan Payment,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, f1 score, deep learning, machine learning, deep learning, deep learning"
10.1109/ICIIS58898.2023.10253525,CNN for Facial Emotion Recognition in Online Learning Platforms to Identify Learner Engagement,"Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, precision, recall, cnn, cnn"
10.1109/ICIIS58898.2023.10253502,Importance of Web Scraping as a Data Source for Machine Learning Algorithms - Review,"Document Title, Abstract, Author Keywords","machine learning, machine learning, machine learning"
10.1109/ICIIS58898.2023.10253540,Enhanced Frequency Domain Analysis for Detecting Wild Elephants in Asia using Acoustics,"Abstract, Abstract, Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","data preprocessing, transfer learning, neural network, convolutional neural network, transfer learning, transfer learning, transfer learning"
10.1109/ICIIS58898.2023.10253500,I-Advert: Precision Marketing by Leveraging Gender and Age Identification for Automated Digital Advertising in Shopping Malls,"Document Title, Author Keywords, Author Keywords","precision, deep learning, cnn"
